keyword,cluster,est_volume,intent,cv_distance,difficulty,ai_risk,priority_rank,note,score,uniqueness,new_rank
保育士 独立 開業,C6_資格・キャリアアップ,500,Know,B,Mid,中,,推定/根拠:資格系は受験者流入も混在。転職意図との分離が必要,6.09,1.0,281
保育士 転職 年度途中,C5_転職ノウハウ（計画・手続き）,500,Know,B,Mid,中,,推定/根拠:ノウハウ系。SERPは専門メディア＋養成校,6.09,1.0,282
保育士 転職 時期 おすすめ,C5_転職ノウハウ（計画・手続き）,500,Know,B,Mid,中,,【P2重点:30代・経験5年以上・失敗回避層】,6.09,1.0,283
保育士 転職 流れ,C5_転職ノウハウ（計画・手続き）,500,Know,B,Mid,中,,推定/根拠:ノウハウ系。SERPは専門メディア＋養成校,6.09,1.0,284
保育士 転職 進め方,C5_転職ノウハウ（計画・手続き）,500,Know,B,Mid,中,,推定/根拠:ノウハウ系。SERPは専門メディア＋養成校,6.09,1.0,285
保育士 転職フェア,C1_転職サイト・エージェント比較,500,Go,B,Mid,中,,推定/根拠:Buy系SERPが全枠アフィリ比較記事＝商用需要大。ボリュームはレンジ推定,6.09,1.0,286
保育士 退職 切り出し方,C2_退職・辞めたい・人間関係,500,Do,B,Mid,中,43,推定/根拠:『園長にどう言うか』＝園長監修の当事者性が直撃する型,6.09,1.0,287
保育士 退職 言い方,C2_退職・辞めたい・人間関係,500,Do,B,Mid,中,,推定/根拠:悩み起点サジェスト頻出。離職理由1位が人間関係33.5-38%（各社調査引用）,6.09,1.0,288
公立保育園 保育士 なるには,C4_働き方・雇用形態・施設タイプ,500,Know,B,Mid,中,,推定/根拠:雇用形態・施設タイプ軸。求人DBページと記事が混在するSERP,6.09,1.0,289
株式会社 保育園 社会福祉法人 違い,C8_園・法人の評判（要法務確認）,500,Know,B,Mid,中,,推定/根拠:運営主体で労務・昇給構造が変わる。園長が構造差を説明できる【P2重点:30代・経験5年以上・失敗回避層】,6.09,1.0,290
保育士 転職サイト しつこい,C1_転職サイト・エージェント比較,100,Know,B,Mid,低,,推定/根拠:『しつこい』口コミ解説記事が多数ヒット＝実検索あり,5.97,1.0,291
保育士 転職サイト デメリット,C1_転職サイト・エージェント比較,100,Know,B,Mid,低,,【利益相反フラグ:紹介会社送客収益と主張が衝突しうる。中立記述＋収益導線の設計を別途協議】,5.97,1.0,292
保育士 求人 千葉,C7_地域KW,"1,000",Buy,A,High,低,,推定/根拠:求人DB（Indeed/大手）が上位独占。記事単体では勝ちにくい,5.86,1.0,293
保育士 求人 名古屋,C7_地域KW,"1,000",Buy,A,High,低,,推定/根拠:求人DB（Indeed/大手）が上位独占。記事単体では勝ちにくい,5.86,1.0,294
保育士 求人 埼玉,C7_地域KW,"1,000",Buy,A,High,低,,推定/根拠:求人DB（Indeed/大手）が上位独占。記事単体では勝ちにくい,5.86,1.0,295
保育士 求人 大阪市,C7_地域KW,"1,000",Buy,A,High,低,,推定/根拠:求人DB（Indeed/大手）が上位独占。記事単体では勝ちにくい,5.86,1.0,296
保育士 求人 札幌,C7_地域KW,"1,000",Buy,A,High,低,,推定/根拠:求人DB（Indeed/大手）が上位独占。記事単体では勝ちにくい,5.86,1.0,297
保育士 求人 横浜,C7_地域KW,"1,000",Buy,A,High,低,,推定/根拠:求人DB（Indeed/大手）が上位独占。記事単体では勝ちにくい,5.86,1.0,298
保育士 求人 福岡,C7_地域KW,"1,000",Buy,A,High,低,,推定/根拠:求人DB（Indeed/大手）が上位独占。記事単体では勝ちにくい,5.86,1.0,299
保育士 求人サイト おすすめ,C1_転職サイト・エージェント比較,"1,000",Buy,A,High,低,,推定/根拠:Buy系SERPが全枠アフィリ比較記事＝商用需要大。ボリュームはレンジ推定,5.86,1.0,300
保育士 転職 東京,C7_地域KW,"1,000",Buy,A,High,低,,推定/根拠:求人DB（Indeed/大手）が上位独占。記事単体では勝ちにくい,5.86,1.0,301
保育士 転職エージェント,C1_転職サイト・エージェント比較,"1,000",Buy,A,High,低,,推定/根拠:Buy系SERPが全枠アフィリ比較記事＝商用需要大。ボリュームはレンジ推定,5.86,1.0,302
保育士 転職エージェント おすすめ,C1_転職サイト・エージェント比較,"1,000",Buy,A,High,低,,推定/根拠:Buy系SERPが全枠アフィリ比較記事＝商用需要大。ボリュームはレンジ推定,5.86,1.0,303
保育士 転職サイト ランキング,C1_転職サイト・エージェント比較,"1,000",Buy,A,High,低,,推定/根拠:Buy系SERPが全枠アフィリ比較記事＝商用需要大。ボリュームはレンジ推定,5.86,1.0,304
保育士 転職サイト 比較,C1_転職サイト・エージェント比較,"1,000",Buy,A,High,低,,推定/根拠:Buy系SERPが全枠アフィリ比較記事＝商用需要大。ボリュームはレンジ推定,5.86,1.0,305
保育士 職務経歴書 テンプレート,C11_採用側・選考突破【中核】,500,Do,C,Mid,中,,推定/根拠:選考直前KW。SERPは人材紹介の自社メディアばかり＝採用決裁者の一次情報で差別化可能,5.69,2.0,306
保育士 0歳児クラス 大変,C4_働き方・雇用形態・施設タイプ,100,Know,C,Low,低,,推定/根拠:雇用形態・施設タイプ軸。求人DBページと記事が混在するSERP,5.57,1.0,307
保育士 バックレ,C2_退職・辞めたい・人間関係,100,Know,C,Low,低,,推定/根拠:悩み起点サジェスト頻出。離職理由1位が人間関係33.5-38%（各社調査引用）,5.57,1.0,308
保育士 人間関係 最悪,C2_退職・辞めたい・人間関係,100,Know,C,Low,低,,推定/根拠:悩み起点サジェスト頻出。離職理由1位が人間関係33.5-38%（各社調査引用）,5.57,1.0,309
保育士 先輩 きつい,C2_退職・辞めたい・人間関係,100,Know,C,Low,低,,推定/根拠:悩み起点サジェスト頻出。離職理由1位が人間関係33.5-38%（各社調査引用）,5.57,1.0,310
保育士 在宅ワーク,C4_働き方・雇用形態・施設タイプ,100,Know,C,Low,低,,推定/根拠:雇用形態・施設タイプ軸。求人DBページと記事が混在するSERP,5.57,1.0,311
保育士 病んだ,C2_退職・辞めたい・人間関係,100,Know,C,Low,低,,推定/根拠:悩み起点サジェスト頻出。離職理由1位が人間関係33.5-38%（各社調査引用）,5.57,1.0,312
保育士 行事 準備 大変,C2_退職・辞めたい・人間関係,100,Know,C,Low,低,,推定/根拠:悩み起点サジェスト頻出。離職理由1位が人間関係33.5-38%（各社調査引用）,5.57,1.0,313
保育士 志望動機,C11_採用側・選考突破【中核】,"5,000",Do,B,High,中,,推定/根拠:例文需要が巨大。養成校・大手が独占しAIにも直接生成される。ピラー配下で受ける,5.55,2.0,314
保育士 求人 名古屋市,C7_地域KW,500,Buy,A,High,低,,推定/根拠:求人DB（Indeed/大手）が上位独占。記事単体では勝ちにくい,5.28,1.0,315
保育士 求人 東京 パート,C7_地域KW,500,Buy,A,High,低,,推定/根拠:求人DB（Indeed/大手）が上位独占。記事単体では勝ちにくい,5.28,1.0,316
保育士 求人 東京 正社員,C7_地域KW,500,Buy,A,High,低,,推定/根拠:求人DB（Indeed/大手）が上位独占。記事単体では勝ちにくい,5.28,1.0,317
保育士 求人 福岡市,C7_地域KW,500,Buy,A,High,低,,推定/根拠:求人DB（Indeed/大手）が上位独占。記事単体では勝ちにくい,5.28,1.0,318
保育士 派遣 東京,C7_地域KW,500,Buy,A,High,低,,推定/根拠:求人DB（Indeed/大手）が上位独占。記事単体では勝ちにくい,5.28,1.0,319
保育士 派遣会社 おすすめ,C1_転職サイト・エージェント比較,500,Buy,A,High,低,,推定/根拠:Buy系SERPが全枠アフィリ比較記事＝商用需要大。ボリュームはレンジ推定,5.28,1.0,320
保育士 から 販売職,C9_異業種・保育士以外のキャリア,50,Know,C,Low,低,,推定/根拠:『保育士以外の仕事』系。大手が21〜25選型で網羅済み,4.85,1.0,321
保育士 辞めたい 親に言えない,C2_退職・辞めたい・人間関係,50,Know,C,Low,低,,推定/根拠:悩み起点サジェスト頻出。離職理由1位が人間関係33.5-38%（各社調査引用）,4.85,1.0,322
保育士 就職フェア 東京,C1_転職サイト・エージェント比較,100,Go,B,Mid,中,,推定/根拠:Buy系SERPが全枠アフィリ比較記事＝商用需要大。ボリュームはレンジ推定,4.59,1.0,323
こども誰でも通園制度 保育士 影響,C10_市場・制度・データ（権威付け）,100,Know,C,Low,中,,推定/根拠:官公庁データ引用型。CVは遠いが被リンク・E-E-A-T獲得用,4.29,1.0,324
保育士 うつ 休職,C2_退職・辞めたい・人間関係,100,Know,C,Low,中,,推定/根拠:悩み起点サジェスト頻出。離職理由1位が人間関係33.5-38%（各社調査引用）,4.29,1.0,325
保育士 スキルアップ 方法,C6_資格・キャリアアップ,100,Know,C,Low,中,,推定/根拠:資格系は受験者流入も混在。転職意図との分離が必要,4.29,1.0,326
保育士 働き方改革 事例,C10_市場・制度・データ（権威付け）,100,Know,C,Low,中,,推定/根拠:官公庁データ引用型。CVは遠いが被リンク・E-E-A-T獲得用,4.29,1.0,327
保育士 転職サイト 退会方法,C1_転職サイト・エージェント比較,100,Do,C,Low,中,,推定/根拠:Buy系SERPが全枠アフィリ比較記事＝商用需要大。ボリュームはレンジ推定,4.29,1.0,328
家庭的保育 保育ママ なるには,C4_働き方・雇用形態・施設タイプ,100,Know,C,Low,中,,推定/根拠:雇用形態・施設タイプ軸。求人DBページと記事が混在するSERP,4.29,1.0,329
保育士 処遇改善手当,C3_給料・年収・処遇改善,"1,000",Know,B,Mid,高,,推定/根拠:副主任4万円/職務分野別リーダー5千円の制度数値。事実部分はAI要約されやすい,4.06,1.0,330
保育補助 仕事内容,C4_働き方・雇用形態・施設タイプ,"1,000",Know,B,Mid,高,,推定/根拠:雇用形態・施設タイプ軸。求人DBページと記事が混在するSERP,4.06,1.0,331
保育士 転職,C5_転職ノウハウ（計画・手続き）,"10,000",Know,B,High,低,,推定/根拠:ビッグKW。6ヶ月では非現実的だがピラーページのハブとして設置,3.90,1.0,332
男性保育士,C10_市場・制度・データ（権威付け）,"5,000",Know,C,Mid,中,,推定/根拠:官公庁データ引用型。CVは遠いが被リンク・E-E-A-T獲得用,3.88,1.0,333
保育士 自己PR 例文,C11_採用側・選考突破【中核】,"1,000",Do,C,Mid,高,,推定/根拠:選考直前KW。SERPは人材紹介の自社メディアばかり＝採用決裁者の一次情報で差別化可能,3.79,2.0,334
主任保育士 給料,C6_資格・キャリアアップ,500,Know,B,Mid,高,,推定/根拠:資格系は受験者流入も混在。転職意図との分離が必要,3.66,1.0,335
保育士 処遇改善手当 いくら,C3_給料・年収・処遇改善,500,Know,B,Mid,高,,推定/根拠:条件系の定番KW。大手専門メディアが上位独占,3.66,1.0,336
公立保育士 給料,C3_給料・年収・処遇改善,500,Know,B,Mid,高,,推定/根拠:条件系の定番KW。大手専門メディアが上位独占,3.66,1.0,337
男性保育士 給料,C10_市場・制度・データ（権威付け）,500,Know,B,Mid,高,,推定/根拠:官公庁データ引用型。CVは遠いが被リンク・E-E-A-T獲得用,3.66,1.0,338
保育士 辞めたい,C2_退職・辞めたい・人間関係,"5,000",Know,B,High,低,,推定/根拠:主要メディアが総取り。ただし派生ロングテールの母数が最大の鉱脈,3.61,1.0,339
保育園 見学 服装,C11_採用側・選考突破【中核】,500,Know,C,Mid,高,,推定/根拠:選考直前KW。SERPは人材紹介の自社メディアばかり＝採用決裁者の一次情報で差別化可能,3.41,2.0,340
保育士 志望動機 例文,C11_採用側・選考突破【中核】,"5,000",Do,B,High,高,,推定/根拠:選考直前KW。SERPは人材紹介の自社メディアばかり＝採用決裁者の一次情報で差別化可能,3.33,2.0,341
保育士 異業種 転職,C9_異業種・保育士以外のキャリア,"1,000",Know,B,High,低,,推定/根拠:『20選』型の網羅記事が大手に存在。年代別体験談で差別化,2.93,1.0,342
保育士 モンスターペアレント 対応,C2_退職・辞めたい・人間関係,500,Know,C,Mid,中,,推定/根拠:悩み起点サジェスト頻出。離職理由1位が人間関係33.5-38%（各社調査引用）,2.84,1.0,343
公務員保育士 試験 難易度,C4_働き方・雇用形態・施設タイプ,500,Know,C,Mid,中,,推定/根拠:雇用形態・施設タイプ軸。求人DBページと記事が混在するSERP,2.84,1.0,344
保育士 資格 活かせる仕事,C6_資格・キャリアアップ,"5,000",Know,B,High,中,,推定/根拠:『21〜25選』型の網羅記事が大手に多数。単純網羅では勝てない,2.77,1.0,345
保育士 履歴書 志望動機,C11_採用側・選考突破【中核】,"1,000",Do,B,High,高,,推定/根拠:選考直前KW。SERPは人材紹介の自社メディアばかり＝採用決裁者の一次情報で差別化可能,2.70,2.0,346
保育士 志望動機 転職 例文,C11_採用側・選考突破【中核】,"1,000",Do,B,High,高,,推定/根拠:選考直前KW。SERPは人材紹介の自社メディアばかり＝採用決裁者の一次情報で差別化可能,2.70,2.0,347
フリー保育士 とは,C4_働き方・雇用形態・施設タイプ,100,Know,C,Low,高,,推定/根拠:雇用形態・施設タイプ軸。求人DBページと記事が混在するSERP,2.57,1.0,348
保育士 人手不足 いつまで,C10_市場・制度・データ（権威付け）,100,Know,C,Low,高,,推定/根拠:官公庁データ引用型。CVは遠いが被リンク・E-E-A-T獲得用,2.57,1.0,349
保育士 割合 年齢層,C10_市場・制度・データ（権威付け）,100,Know,C,Low,高,,推定/根拠:官公庁データ引用型。CVは遠いが被リンク・E-E-A-T獲得用,2.57,1.0,350
保育士 定年,C10_市場・制度・データ（権威付け）,100,Know,C,Low,高,,推定/根拠:官公庁データ引用型。CVは遠いが被リンク・E-E-A-T獲得用,2.57,1.0,351
保育士 昇給 平均,C3_給料・年収・処遇改善,100,Know,C,Low,高,,推定/根拠:条件系の定番KW。大手専門メディアが上位独占,2.57,1.0,352
保育士 給料 上がる いつ,C3_給料・年収・処遇改善,100,Know,C,Low,高,,推定/根拠:条件系の定番KW。大手専門メディアが上位独占,2.57,1.0,353
保育士 転職 必要書類,C5_転職ノウハウ（計画・手続き）,100,Know,C,Low,高,,推定/根拠:ノウハウ系。SERPは専門メディア＋養成校,2.57,1.0,354
保育士 退職 一身上の都合,C2_退職・辞めたい・人間関係,100,Do,C,Low,高,,推定/根拠:悩み起点サジェスト頻出。離職理由1位が人間関係33.5-38%（各社調査引用）,2.57,1.0,355
病児保育専門士,C6_資格・キャリアアップ,100,Know,C,Low,高,,推定/根拠:資格系は受験者流入も混在。転職意図との分離が必要,2.57,1.0,356
認証保育所 とは 東京,C4_働き方・雇用形態・施設タイプ,100,Know,C,Low,高,,推定/根拠:雇用形態・施設タイプ軸。求人DBページと記事が混在するSERP,2.57,1.0,357
保育士 転職 保育士証 提出,C5_転職ノウハウ（計画・手続き）,50,Do,C,Low,高,,推定/根拠:ノウハウ系。SERPは専門メディア＋養成校,2.24,1.0,358
保育士 転職 源泉徴収票,C5_転職ノウハウ（計画・手続き）,50,Know,C,Low,高,,推定/根拠:ノウハウ系。SERPは専門メディア＋養成校,2.24,1.0,359
保育士 給料 安い 理由,C3_給料・年収・処遇改善,"1,000",Know,B,High,高,,推定/根拠:条件系の定番KW。大手専門メディアが上位独占,2.03,1.5,360
保育士 初任給,C3_給料・年収・処遇改善,"1,000",Know,C,Mid,高,,推定/根拠:条件系の定番KW。大手専門メディアが上位独占,1.89,1.0,361
保育士 有効求人倍率,C10_市場・制度・データ（権威付け）,"1,000",Know,C,Mid,高,,推定/根拠:2026年1月 全国平均3.88倍（各社が職業安定業務統計を引用）,1.89,1.0,362
保育士 登録 手続き,C6_資格・キャリアアップ,"1,000",Do,C,Mid,高,,推定/根拠:資格系は受験者流入も混在。転職意図との分離が必要,1.89,1.0,363
保育士 配置基準 2026,C10_市場・制度・データ（権威付け）,"1,000",Know,C,Mid,高,,推定/根拠:官公庁データ引用型。CVは遠いが被リンク・E-E-A-T獲得用,1.89,1.0,364
保育士 離職率,C10_市場・制度・データ（権威付け）,"1,000",Know,C,Mid,高,,推定/根拠:官公庁データ引用型。CVは遠いが被リンク・E-E-A-T獲得用,1.89,1.0,365
保育士不足 原因,C10_市場・制度・データ（権威付け）,"1,000",Know,C,Mid,高,,推定/根拠:官公庁データ引用型。CVは遠いが被リンク・E-E-A-T獲得用,1.89,1.0,366
保育教諭 とは,C6_資格・キャリアアップ,"1,000",Know,C,Mid,高,,推定/根拠:資格系は受験者流入も混在。転職意図との分離が必要,1.89,1.0,367
企業主導型保育園 とは,C4_働き方・雇用形態・施設タイプ,500,Know,C,Mid,高,,推定/根拠:雇用形態・施設タイプ軸。求人DBページと記事が混在するSERP,1.71,1.0,368
保育士 ボーナス 何ヶ月,C3_給料・年収・処遇改善,500,Know,C,Mid,高,,推定/根拠:条件系の定番KW。大手専門メディアが上位独占,1.71,1.0,369
保育士 平均勤続年数,C10_市場・制度・データ（権威付け）,500,Know,C,Mid,高,,推定/根拠:官公庁データ引用型。CVは遠いが被リンク・E-E-A-T獲得用,1.71,1.0,370
保育士 有効求人倍率 都道府県,C7_地域KW,500,Know,C,Mid,高,,推定/根拠:求人DB（Indeed/大手）が上位独占。記事単体では勝ちにくい,1.71,1.0,371
保育士 給料 20代,C3_給料・年収・処遇改善,500,Know,C,Mid,高,,推定/根拠:条件系の定番KW。大手専門メディアが上位独占,1.71,1.0,372
保育士 給料 30代,C3_給料・年収・処遇改善,500,Know,C,Mid,高,,【P2重点:30代・経験5年以上・失敗回避層】,1.71,1.0,373
保育士 賃上げ 2026,C3_給料・年収・処遇改善,500,Know,C,Mid,高,,推定/根拠:2026年度5.3%賃上げ/2024年度10.7%引き上げが各社で言及,1.71,1.0,374
保育士 転職 失業保険,C5_転職ノウハウ（計画・手続き）,500,Know,C,Mid,高,,推定/根拠:ノウハウ系。SERPは専門メディア＋養成校,1.71,1.0,375
保育士 退職届 書き方,C2_退職・辞めたい・人間関係,500,Do,C,Mid,高,,推定/根拠:悩み起点サジェスト頻出。離職理由1位が人間関係33.5-38%（各社調査引用）,1.71,1.0,376
保育士 退職金 相場,C3_給料・年収・処遇改善,500,Know,C,Mid,高,,推定/根拠:条件系の定番KW。大手専門メディアが上位独占,1.71,1.0,377
保育士 配置基準 改正 いつ,C10_市場・制度・データ（権威付け）,500,Know,C,Mid,高,,推定/根拠:官公庁データ引用型。CVは遠いが被リンク・E-E-A-T獲得用,1.71,1.0,378
保育士証 再発行,C6_資格・キャリアアップ,500,Do,C,Mid,高,,推定/根拠:資格系は受験者流入も混在。転職意図との分離が必要,1.71,1.0,379
公務員保育士 年齢制限,C4_働き方・雇用形態・施設タイプ,500,Know,C,Mid,高,,推定/根拠:雇用形態・施設タイプ軸。求人DBページと記事が混在するSERP,1.71,1.0,380
処遇改善等加算3 わかりやすく,C3_給料・年収・処遇改善,500,Know,C,Mid,高,,推定/根拠:条件系の定番KW。大手専門メディアが上位独占,1.71,1.0,381
副主任保育士 とは,C6_資格・キャリアアップ,500,Know,C,Mid,高,,推定/根拠:資格系は受験者流入も混在。転職意図との分離が必要,1.71,1.0,382
子育て支援員 保育士 違い,C6_資格・キャリアアップ,500,Know,C,Mid,高,,推定/根拠:資格系は受験者流入も混在。転職意図との分離が必要,1.71,1.0,383
専門リーダー 保育士 要件,C6_資格・キャリアアップ,500,Know,C,Mid,高,,推定/根拠:資格系は受験者流入も混在。転職意図との分離が必要,1.71,1.0,384
幼保特例制度 2026,C6_資格・キャリアアップ,500,Know,C,Mid,高,,推定/根拠:資格系は受験者流入も混在。転職意図との分離が必要,1.71,1.0,385
潜在保育士 とは,C10_市場・制度・データ（権威付け）,500,Know,C,Mid,高,,推定/根拠:登録約185万人・従事約115万人（こども家庭庁調査の引用が各社に流通）,1.71,1.0,386
絵本専門士 とは,C6_資格・キャリアアップ,500,Know,C,Mid,高,,推定/根拠:資格系は受験者流入も混在。転職意図との分離が必要,1.71,1.0,387
職務分野別リーダー とは,C6_資格・キャリアアップ,500,Know,C,Mid,高,,推定/根拠:資格系は受験者流入も混在。転職意図との分離が必要,1.71,1.0,388
保育士 給料 40代,C3_給料・年収・処遇改善,100,Know,C,Mid,高,,推定/根拠:条件系の定番KW。大手専門メディアが上位独占,1.29,1.0,389
保育士 面接 服装,C11_採用側・選考突破【中核】,"1,000",Know,C,High,高,,推定/根拠:服装は事実回答型でAI Overviews直撃。集客用に留める,1.26,2.0,390
保育士 給料,C3_給料・年収・処遇改善,"10,000",Know,C,High,高,,推定/根拠:数値回答型でAI Overviews直撃。大手が独占。新規は非推奨,0.84,1.0,391
保育士 キャリアアップ研修,C6_資格・キャリアアップ,"5,000",Know,C,High,高,,推定/根拠:制度解説型。自治体公式（東京都等）が上位でAIにも要約されやすい,0.78,1.0,392
保育士 年収,C3_給料・年収・処遇改善,"5,000",Know,C,High,高,,推定/根拠:条件系の定番KW。大手専門メディアが上位独占,0.78,1.0,393
保育士 手取り,C3_給料・年収・処遇改善,"5,000",Know,C,High,高,,推定/根拠:20代16.6万/30代17万/40代19.5万等の数値が各社に流通＝AIが要約しやすい,0.78,1.0,394
保育士試験 難易度,C6_資格・キャリアアップ,"5,000",Know,C,High,高,,推定/根拠:資格系は受験者流入も混在。転職意図との分離が必要,0.78,1.0,395
保育士資格 取り方,C6_資格・キャリアアップ,"5,000",Know,C,High,高,,推定/根拠:資格スクール（ユーキャン等）が独占。転職意図とズレるため優先度低,0.78,1.0,396
幼稚園教諭 保育士 違い,C6_資格・キャリアアップ,"5,000",Know,C,High,高,,推定/根拠:定義比較型＝AI Overviews直撃。定義・指標系はCTR31〜35%帯に低迷,0.78,1.0,397
保育士 平均年収 2026,C3_給料・年収・処遇改善,"1,000",Know,C,High,高,,推定/根拠:平均年収約427万円（各社2026年集計）。数値のみは食われる,0.63,1.0,398
保育士 資格 独学,C6_資格・キャリアアップ,"1,000",Know,C,High,高,,推定/根拠:資格系は受験者流入も混在。転職意図との分離が必要,0.63,1.0,399
